id,username,text,sentimen,label
472,SP Sgn,sudah pemerintah fokus ekonomi bantuan sosial vaksin selesai korban meninggal tidak signifikan serta tetap pakai protokol kesehatan tidak ada ditutup seperti hotel restoran buka normal termasuk sekolah pendidikan menengah maupun tinggi,negatif,-1
473,Aditya Rizky,tidak dapat bantuan dapat,negatif,-1
474,Sumarno HS,seharusnya pemerintah serius soal bantuan menurut tidak tepat sasaran,negatif,-1
475,Monetisasi Keempat,dapat bantuan dampak covid bertubi tubi kebanyakan orang kaya mampu teruskan membantu orang kaya mampu,negatif,-1
476,Bang OSS,terima kasih infonya bermanfaat apabila ada bingung caranya bisa lihat,netral,0
477,Hilda Anggraeni,dapat kartu kartu bantuan corona tidak pernah mengalir udah bulan alasan,negatif,-1
478,hadlan galing,sampai kapan pemerintah menghamburkan uang dalih bantuan sosial buktinya dapat tidak pantas dapat sebaliknya ingat hutang harus dibayar pemerintah bayar utang akhirnya rakyat jual komunis cina,negatif,-1
479,Made in Oeteta,desa peteta kecamatan sulamu aparat desa dapat bantuan langsung tunai ketimbang masyarakat penerima program keluarga harapan dapat bantuan corona bingung,negatif,-1
480,Liana Khamil,mending hentikan bantuan kebanyakan tidak tepat sasaran,negatif,-1
481,Ikhwan Iros,banyak warga disini tidak dapat sampai detik ende flores ntt,negatif,-1
482,Gilang Doang,bangga punya presiden kaya bapak jokowi,netral,0
483,Dur Rohim,bisa bantuan dihentikan merasakan orang kaya,negatif,-1
484,delfi Gustiani,bantuan musim pandemi belum keseluruhan masyarakat tidak mampu belum menerima data sudah diambil sama pemerintah daerah sebenarnya dana mengalir mana,negatif,-1
485,Sandal Jepit,semenjak jokowi jadi presiden tidak pernah dapat bantuan punya ktp punya kartu keluarga tidak pernah tersalur namanya bantuan pemerintah,negatif,-1
486,Robin Gemstone,kerja buruh harian layak dapat bantuan pemerintah soalnya belum pernah dapat bantuan pemerintah bentuk apapunâ¦,negatif,-1
487,fadilah kurnia,orang miskin awal sampai akhir bulan agustus belum menerima apapun bantuan dana dampak covid cuma hanya pasrah berdoa semoga jauhkan penyakit musibah,negatif,-1
488,Hendi Pelatih,dusun bugan sukodadi lamongan kepala dusun kepala urusan tidak adil dapat bantuan banyak kerabat keluarganya terbilang mampu,negatif,-1
489,Abdur,tolong keluarga disabilitas diberi perhatian khusus soalnya banyak tidak dapat kesejahteraan sosial baik program keluarga harapan maupun bantuan terima kasih,netral,0
490,Rohid Syahwana,sungguh kecewa sebagai rakyat tidak mampu hidup masih numpang berteduh satu atap sama mertua tidak pernah mendapatkan bantuan apapun semenjak covid kartu keluarga satu rumah mendapatkan bantuan hanya mertua sedangkan hanya bisa diam melihat tidak adilnya pemerintah pusat maupun pemerintah daerahyang sebelum sudah perjuangkan memberikan amanah,negatif,-1
491,Hynm Sud,bohong tidak semua dapat sumbangan contoh kampung cijujung desa bobojong kecamatan mande tidak semua dapat dapat orang kaya orang mampu jadi tidak merata,negatif,-1
492,Dunia Burung Walet pidio semeraut.,heran kemana uang anggaran anggaran pemerintah selama buat desa,negatif,-1
493,Dunia Burung Walet pidio semeraut.,jangan buat bulan buat satu hari tidak ada bantuan terima pemerintah pusat kurang tegas,negatif,-1
494,halo bro,mana wacana pemerintah dananya lenyap makan orang kaya,negatif,-1
495,Al ghazali Kurniawan,semua dapat sedangkan tidak ada sama sekali,negatif,-1
496,Hadi Sucipto,wilayah bantuan berupa uang monopoli jadi bantuan uang pemerintah melalui salah satu bank nasional kasih kartu bantuan pin tidak kasih gesek pihak desa warga cuma kasih bahan pokok nilainya jauh nilainya bantuan salah satu desa kecamatan ampelgading kabupaten malang,negatif,-1
497,Amora Eca1409,murni kesalahan pemerintahan pusat minta rakyat indonesia suruh pemerintahan pusat terjun langsung warga biar tahu keluh kesah,negatif,-1
498,saila nurmaulina,tolong tolong tolong mana bantuan tidak dapat sama sekali,negatif,-1
499,saila nurmaulina,sekarang tinggal tigaraksa tangerang kartu keluarga ktp udah kasih udah lama rt tigaraksa belum ada bantuan sampai sekarang mana bantuan masih banyak belum dapat,negatif,-1
500,saila nurmaulina,mana bantuan jangan bicara belum dapat asli betawi,negatif,-1
501,PORBI Gunung Karang,mana ada bantuan rakyat kecil tidak ada sedangkan punya bayaran bank bayaran harus jalan kerjaan tutup,negatif,-1
502,putrilesti lestari20,daerah kecamatan tenjolaya dapat bantuan rata orang orang mampu salah sasaran,negatif,-1
503,suhendrik hendri,jangan biarkan dampak tinggi tidak perhatikan aceh tengah semua pemerintah tidak jelas termasuk aparatur kampung umumkan bantuan covid dapat tidak dapat,negatif,-1
504,suhendrik hendri,tolong pandang pak jokowi bantuan covid aceh tengah kecamatan ketol tidak dapat,negatif,-1
505,VSS Channel,warga kecamatan batang kuis kabupaten deli serdang tidak mendapatkan bantuan dana bulan pemerintah soal covid ibu tiap hari mengeluh bantuan pemerintah harus pilih sementara terkena imbas covid semua masyarakat indonesia mau kaya miskin semuanya harus dapat semua kena dampaknya,negatif,-1
506,Aly 20,kasihan rakyat indonesia miskin harap pemerintah indonesia lebih prihatin tiada main rakus dana keadaan covid jangan sampai ada meninggal sebab kelaparan,negatif,-1
507,Fikrai Bima,rakyat indonesia mengalami dampak covid tidak pernah dapat bantuan baik bantuan pusat maupun daerah tepat kelurahan jatibaru kota bima dikelurahan sistem pakai,negatif,-1
508,Yusnelly Anas,jangan kasih harapan semua katakan tidak ada bantuan,negatif,-1
509,Yusnelly Anas,bohong sampai sekarang wilayah bogor tidak menerima bantuan sembako bantuan langsung tunai,negatif,-1
510,Amarsida Marsi,maluku utara tobelo belum terima bantuan berupa uang tunai janjikan pak jokowi,netral,0
511,MR Oficiall,tidak ada bantuan pemerintah desa hanya orang kaya dapat semuanya hanya omong kosong bagi tidak dapat dapat,negatif,-1
512,Tulus Widodo,selanjutnya foto kirim pengurus pusat pendataan lebih gampang periksa,netral,0
513,Tulus Widodo,menerima bantuan covid data tidak berubah tepat sasaran harap pengurus membuatkan spanduk bertuliskan,netral,0
514,Riki Baruy,daerah belum dapat bantuan,negatif,-1
515,Susi Komala,malah segel listrik mau dicabut tolong bapak presiden tidak diskon sedangkan sedang rumah mau cari uang kemanaxad sedangkan listrik dinaikkan,negatif,-1
516,Ita Cute,bantuan jokowi gubernur banyak kena korupsi sama desa rt miskin tidak dapat malah orang mampu dapat tidak adil biar corona bertambah berakhir sampai biar banyak mati,negatif,-1
517,Setyo Kristyanto,mama mana bantuan tidak pernah ada omong kosong,negatif,-1
518,iga saputra,terima kasih banyak pak sudah kasih bantuan,negatif,-1
519,makrufah nizar,pdam gratis,netral,0
520,Amell NAdila,omong kosong zalim pemimpin tidak adil semoga azab,negatif,-1
521,Amell NAdila,omong kosong zalim pemimpin tidak adil semoga azab,negatif,-1
522,Juny Jones,sampai sekarang belum ada sumbangan kelurahan,negatif,-1
523,Robert Willyam,tersalurkan kemana dananya tinggal kontrak daerah graha raya bintaro sampai hari belum dapat perantau korban pemutusan hubungan kerja pandemi,negatif,-1
524,putra samudra,tolong media kabupaten gunung kidul tidak dapat bantuan bingung harus mengadu mana dapat bantuan rt cuma orang tolonglah bingung harus mengadu mana gunung kidul semua bantuan tidak dapat,negatif,-1
525,Tie 2030mj,bantuan bentuk apapun tidak dapat,negatif,-1
526,Setyo Kristyanto,arif budiman anggota keluarga sama sekali tidak mendapat bantuan apapun pemerintah mohon periksa jangan hanya terima beres laporan,negatif,-1
527,Toni Hariyanto,data orang pintar asal ambil bukan data bawah nyata rt rw setempat bikin kecemburuan sosial ada dapat tidak jadi kisruh,negatif,-1
528,ADI BUTON MALUT,tipu omong kosong,negatif,-1
529,Andi Supriadi Asmawijaya,biadab tidak menyampaikan memberikan bantuan sosial kepada berhak,negatif,-1
530,Andi Supriadi Asmawijaya,bantuan diam jakarta tidak bisa kerja mana pemutusan hubungan kerja mau makan mati kamar cebong koruptor penipuâ¦ salah satunya daerah jakarta pusat mangga dua tipu,negatif,-1
531,Bang Irwan Syah,tidak pernah dapat bantuan sama sekali pemerintah,negatif,-1
532,Eka Melani,pak presiden tolong perhatikan medan sumatera utara daerah mencirim medan banyak tidak dapat bantuan sembako,negatif,-1
533,Rismanto Putra,bantuan wilayah lampung timur khususnya hargomulyo tidak adil banyak tidak sampai tujuan tidak tau sangkut kemana masyarakat udah dibatasi lockdown otomatis butuh bantuan terlebih bagi keluarga tidak mampu,negatif,-1
534,ahmad mohd,tidak perlu membuat berita tidak sesuai kenyataan saat rakyat memerlukan bantuan belas kasih pemerintah bukan hanya tahu buat lockdown keputusan presiden pikir nasib rakyat bawah silakan kecam salah sudah muak pemerintahan seperti,negatif,-1
535,"As , Im",tidak peduli sekali katakan pemerintah omong kosong semua,negatif,-1
536,Tri Kasianto,koar bantuan salah tempat,negatif,-1
537,Ananda Tirto,makin jauh keadilan sosial bagi seluruh rakyat indonesia kebanyakan dapat kartu indonesia pintar bantuan langsung tunai sembako banyak saudara rt rw hapus semua bantuan mending dana buat bayar utang negara,negatif,-1
538,KAPTEN GAMES,kota kota bantuan sudah silih berganti sembako uang kampung jangankan jenis uang sembako tidak ada usaha kerja tidak bisa menetap rumah suruh bantuan tidak ada sama sekali kampung kampung kampung bantuan mengalir,negatif,-1
539,Azrelta Gaming,tidak butuh normal covid butuh makan percuma menghindari covid kelaparan sama lebih baik mati terkena covid mati pelan kelaparan,negatif,-1
540,Azrelta Gaming,tidak ada bantuan lapar butuh makan jangan larang bekerja jangan seluruh pekerjaan tutup tidak bisa bekerja butuh makan kelaparan mohon jangan larang bekerja anak butuh minum susu sudah minggu tidak minum susu mau makan nasi susah,negatif,-1
541,Natal Harianja,data tidak dapat bantuan nol besar,negatif,-1
542,Kenzi Putra,orang merantau tidak boleh pulang kampung tetap diam rumah usaha susah iming dijanjikan bantuan sampai saat hanya mimpi bantuan benar ada kemana duitnya dimakan walikota gubernur bupati rt rw mungkin jabodetabek tidak dapat bantuan,negatif,-1
543,Davit Kusnanto,pak bantuan dana dampak corona sini meleset tidak sesuai target menengah bawah belum dapat dana bantuan dampak corona sedangkan menengah atas sudah dapat butuh hak kewajiban memenuhi kebutuhan keluarga,negatif,-1
544,"Gerald, Odja",pak jokowi tolong lihat berhentikan tempat kerja semua barang kos sudah jual buat kebutuhan makan minum pak bingung sekarang mau bisa jual pak minta tolong pak mau daftar kartu prakerja susah sekali pak mau pulang kampung sudah tutup semua mohon pak lihat perantauan pak kasihan sekali lama bukan mati corona mati kelaparan pak,negatif,-1
545,GAMING NO BACOD,pak tidak dapat bantuan gimana cuma bisa elus dada tetangga ambil sembako uang tunai,negatif,-1
546,Bagoel30,dapat bukan seluruh rakyat miskin statusnya dekat kerabat rt rw tolong telusuri pak kecamatan sei suka deras kabupaten batu bara dusun,negatif,-1
547,SHERLY AULIA RAHMA SYARIF,jangan cuma mengeluarkan uang miliar rupiah pak perketat pengawasannya biar tepat sasaran meminimalisir terjadinya korupsi asal bapak tahu korupsi lebih rentan daerah daerah terutama desa sebab kurangnya pemantauan pemerintah tolong transparansi biar semua warga desa tahu kasih nomor pengaduan mudah hubungi pengaduan masyarakat tolong setiap pengaduan supaya segera tanggapi terima kasih,negatif,-1
548,maicel Giks,bagikan semua warga kartu keluarga pilih soal sini pilih kartu keluarga rt sama pilih area bojonegoro,negatif,-1
549,DS 14,rumah pakai va rim bagi tidak adil hanya mendapatkan va rim seakan tidak berpihak va rim belum tentu semua pakai berkecukupan hidupnya mampu semua lancar begini gimana gitu rasanya mohon mungkin ada sependapat berani komentar hanya ulasan semoga pemerintahan adil seadil adilnya,negatif,-1
550,Azab Allah,koar koar pemerintah pecundang kelurahan banyak pemutusan hubungan kerja sampai sekarang tidak ada bantuan solo tempatnya presiden malah seorang habib bantu tiap hari masyarakat caranya kaya gini semua terinfeksi virus penting keluar cari makan lebih membahayakan keluarga mati kelaparan virus tidak jelas pemerintah tidak punya malu harga diri semoga orang orang pemerintahan busuk hatinya terdampak corona beserta keluarganya berilah pelajaran bahwa harta tidak ada gunanya ketika maut menjemput silahkan saudara sebanyak banyak senantiasa mendengar doa teraniaya,negatif,-1
551,Jhohan Zay Zay,sebagai masyarakat sama bayar pajak pemerintah disaat pembagian bantuan sudah sering tidak dapat,negatif,-1
552,Jhohan Zay Zay,mbak bukan sanggah berita berita bohong beneran muncul kata semua bantuan sama sekali tidak dapat jangankan sembako uang listrik gratis tidak dapat listrik negara tidak sampai pedesaan tidak tahu mana tidak dapat cara pembagian tertahan tengah jalan salah silahkan tuntut brkta kebenaran adanya benar ada bantuan orang miskin seperti mohon tindak lanjut disampaikan pedesaan seperti kabupaten nias kecamatan ulugawo desa sisarahili soromaasi tidak dapat sekali minta perkataan ada salah,negatif,-1
553,yoga bg,terserah indonesia seperti jadinya besok kata pemerintah tersuplai listrik pangan minyak hasilkan tanah tidak dapat hasilnya hasil murni tanah kelahiran paling takut virus orang punya uang kaya usaha hanya takut kelaparan bukan kekurangan dapat bantuan coba publikan biar gamblang wacana koarkan,negatif,-1
554,Ahha Ahha,cuma tipuan,negatif,-1
555,Zakar26 Matin,bagaimana cara biar presiden dengar keluhan rakyat tolong kasih info muak aparat desaku,negatif,-1
556,Zakar26 Matin,tolong info sampaikan bapak presiden biar tahu kenyataan,negatif,-1
557,Zakar26 Matin,rakyat indonesia tidak ada bantuan turun desa jokowi tolong perketat akurat masalah pengiriman dana tidak dapat info,negatif,-1
558,Wnj Giton,kebayakan orang terdekat sama lurah pamong dapat bantuan,negatif,-1
559,Bapak Sudjatno,cukup satu macam bantuan penting tepat sasaran bukan malah korupsi begini,negatif,-1
560,Faried Production,daerah bogor khususnya orang kontrak domisili kampung sama sekali tidak mendapatkan bantuan sedangkan orang merantau tidak dianjurkan pulang kampung mohon perhatikan bantuan masyarakat merantau,negatif,-1
561,Rio Marta,pembohong kasih harapan rakyat sudah tidak anggap jadi presiden,negatif,-1
562,Ali Silaen,pak tidak dapat bantuan katakan pak jokowi,negatif,-1
563,S.N.Hamizah,untung jadi rakyat malaysia pemimpin prihatin semoga dijauhkan covid,netral,0
564,Arief Mardiana,pribadi mengenai psbb bakal disiplin ikut aturan wfh menetap rumah asal pemerintah adil pembagian bantuan,positif,1
565,Arief Mardiana,semua orang kurung rumah masing diberi bantuan jadi semua warga sipil berhak dapat bantuan hanya pegawai biasa,positif,1
566,Naga Berani,buktikan jangan cuma bicara pemerintah kasih aturan menyengsarakan rakyat janjinya bohong semua miris,negatif,-1
567,Frans Gulo,bagus jadi warga korut,negatif,-1
568,Frans Gulo,jangan sembako kecil masker susah tidak dapat sembako bantuan,negatif,-1
569,Frans Gulo,capek menunggu tidak kunjung datang tidak tau benar tahu bohong sudah kelaparan,negatif,-1
570,Thohirdewi dewi,semoga bantuan merata khususnya orang miskin lansia,positif,1
571,ari iku jenengq,ambil positif tidak begini sampai kiamat bakalan masih pakai masker tidak ada mulai lihat reaksinya,positif,1
572,Muhamad Romli,masyarakat takut corona jangan nonton youtube pergi luar main sini tempat udah banyak lepas masker tidak pernah pakai masker ada tulisannya wajib masker daerah mana udah lepas masker,negatif,-1
573,Macan ireng TV,urutan negara teratas tertular covid tidak yakin sama sarannya secara logika sudah vaksin lebih kebal terhadap virus sudah vaksin belum tentu tidak bisa menularkan covid tertular orang belum vaksin,netral,0
574,rizky mesin,ingin panik takut stres kadang malam ketika mau tidur suka berasa kepojok sendiri tidak bisa sumpah musibah tidak ada ujungnya,netral,0
575,Rahmansyah Wilan,indonesia tidak hilang corona buat bisnis,negatif,-1
576,Hasiholan Silitonga Holan,banyak oknum dibelakang bermain vaksin bantuan sosial tidak jelas kemana uang negara bisa menyusutlah dibiarkan,negatif,-1
577,Cctv Pky,indonesia tidak pakai masker suruh sapu jalanan sama orang tidak jelas,negatif,-1
578,SUARA RAKYAT,kelihatan sudah pelaku utama tentu pemerintah mempermainkan rakyat menerus,negatif,-1
579,D3w4 Putra,ikuti aturan pemerintah biar cepat selesai covid,positif,1
580,Sigit Omponx Official,negara penyebar virus pasti mudah jinakkan virus vaksin,netral,0
581,Afif Suherman,ternyata presiden indonesia lebih buruk trump,negatif,-1
582,Nasrulloh Abisyauqi,lebih penting memakai helm jalan memakai masker,negatif,-1
583,budak2 pribumi,bapak sendiri tidak pakai masker suruh orang taat aturan dasar presiden bodoh,negatif,-1
584,Agus riski setiawan,belum indonesia masih banyak orang orang mata sipit,netral,0
585,sandy priyo kristiyanto,pakai masker menghirup nafas sendiri mungkinkan menjadi sehat,positif,1
586,Pras Tyo,indonesia manfaat vaksin jadi sering dipertanyakan efeknya hampir tidak ada sudah vaksin sekali tetap dilarang mudik tidak pakai masker ada operasi bisa didenda disuruh tiduran peti mati itulah indonesia,negatif,-1
587,Syahfiqah Channel,indonesia senang tipu jelas sudah vaksin sekali masih pakai masker pertanyaan guna vaksin sebagai anti corona,negatif,-1
588,DARI BEKULON,belum lepas masker berarti vaksinnya belum percaya,negatif,-1
589,Asmad Tomat,tidak pakai masker seperti ada hilang,netral,0
590,Nyai Kartika,udah tidak perlu vaksin percuma,negatif,-1
591,Bon Yoi,sudah suntik vaksin malah meninggal mana benar berita sungguh membingungkan lebih baik percaya sama diri sendiri,negatif,-1
592,Annur rasha,lucu bikin obati terlihat virus bikin bisnis,negatif,-1
593,Amat Supadi,indonesia corona hilang paling belakang mafia kesehatan masih berkeliaran garuk uang covid,negatif,-1
594,Iyan Iyan,semoga selesai vaksin negara kembali normal,positif,1
595,Akar Karang,konspirasi lepas masker biar virus varian kedua masuk untung produksi vaksin global,negatif,-1
596,urang kidul,indonesia belum bagaimana bisa selesai covid banyak oknum pemerintah berbisnis modal belum kembali,negatif,-1
597,urang kidul,indonesia tidak jelas dulu menteri bilang sudah vaksin naik pesawat tidak perlu swab kacau,negatif,-1
598,ÃâÃÂ»ÃÂ¾ÃÂ´ÃÂµÃÂ¹ ÃÂ¸ÃÂ· ÃÅÃÂµÃÂ½ÃâÃÂ°ÃÂ»ÃÂ¸ÃÂÃâÃÂ°b,indonesia banyak memanfaatkan corona corona awet,negatif,-1
599,anana anana,rumah sakit merekayasa covid supaya bisa dapat dana covidâ¦,negatif,-1
600,Widi Anto,tetaplah pakai masker meski sudah vaksin tetap jaga kesehatan demi kebaikan bersama,positif,1
601,Mocabeat,semoga ekonomi indonesia pulih kembali,netral,0
602,Muhammad Rafki Yudawijaya,jangan bandingin sama amerika jelas jauh teknologi sains jauh tingkat kebersihan sana jauh lebih bersih banding kitaâ¦,negatif,-1
603,Faisal As'ari Doni,lagian vaksin beda kelas indonesia kebanyakan abu nawas susah masyarakat diajak maju selalu ngeyel tidak tau salah benar itulah indonesia,negatif,-1
604,Fahri Maulana,indonesia nanti membandel soalnya belum vaksin bilang udah vaksin upaya preventif,positif,1
605,Papua Online Indonesia,indonesia covid memanfaatkan cari uang politik covid pemerintah jadi aman tentram koruptor bisa hidup damai,negatif,-1
606,fir daus,lepas masker mati negara,negatif,-1
607,Amin,bukan indonesia belum orang atas masih kurang mendapatkan keuntungan,negatif,-1
608,Eprian7 Last,beruntung indonesia kena covid kebanyakan bisa sembuh sendiri hanya berobat umum jadi tidak terdata,netral,0
609,Sensasi Game,bukan amerika malah banyak orang menolak vaksin tiba masyarakatnya sudah vaksin semua lucu,netral,0
610,Deri Rawkskin,indonesia masih belum normal soalnya banyak jenis virus corona menumpuk indonesia jadi tidak selesai selesai,netral,0
611,Channel olahraga bola,pakai masker tidak membuat mati masker cuma pakai luar rumah bertemu orang luar tidak tahu kondisi demi kebaikan,positif,1
612,Yudi hambali,untung udah sekali vaksin semoga indonesia cepat terbebas covid warganya susah diatur,positif,1
613,Wina Perwira,baru benar amerika sudah yakin sama vaksin sementara negara masih coba,netral,0
614,Egy rejang entertainment world,begini baru presiden umat cinta pak jokowi bident,netral,0
615,TyurNis-Kifa Channel,lebih ngeri trump,negatif,-1
616,NayaNika,bapak tua kecil punya jiwa pembunuh,negatif,-1
617,Gagak Conge,hebat skenario propaganda konspirasi biden,negatif,-1
618,yahdi adi,covid berujung bisnis vaksin luar biasa,negatif,-1
619,Qwo guitars,indonesia buat ladang bisnis,negatif,-1
620,Muhammad Zammroh,vaksin virus sesungguhnya jadi jangan mau vaksin,negatif,-1
621,kak nabila,susahnya jadi bangsa bodoh gampang beli disana bebas masker vaksin digunakan kualitas super dikirim indonesia cari murah dikirim vaksin palsu tidak tahu,negatif,-1
622,Borneo Aircraft Media,vaksin sebetulnya membunuh semua ada sangkut pautnya sama pengurangan populasi manusia menjadi juta,negatif,-1
623,Acing saputra,indonesia kapan mau normal seperti sedia kala masih butuh uang swab mungkin kurang sehingga pemerintah tidak mau normal normal,negatif,-1
624,Jovano Jovan,amerika ingin melepaskan masker haknya indonesia tidak perlu ikut tetap jaga jarak pakai masker,positif,1
625,conjunction duck,udah tuntas vaksin tidak yakin sama pemerintah indonesia pasti tidak hilang virus,negatif,-1
626,Ã£âÂ¯Ã£âÂ¹Ã£ÆÅ¾Kusuma,mau tanya sama jokowi biden sudah vaksin bebas menularkan orang mungkin kebal virus tetap ada diri bisa menular belum kebal vaksin,netral,0
627,Ibnu _,jangan takabur dulu sebelum tuntas total nanti kaya kasus india,positif,1
628,Zaid Al majid,disini perlu bikin selama mungkin banyak uang pemerintah,negatif,-1
629,Bibin Baisari,penting tetap patuhi aturan pemerintah selalu pakai masker hidup bersih paling utama,positif,1
630,mipan yam,tidak butuh vaksin butuhnya pekerjaan pak,negatif,-1
631,Sibolis Nabujur,covid tidak bakal hilang selama jadi vaksin harus perbarui tiap tahun covid bermutasi,netral,0
632,Pacol Bae,lihat kejadian india jokowi biden,netral,0
633,aldi hernaldi,perlahan pasti lindungi negara,netral,0
634,Bocah Sangean,muslim indonesia tidak butuh vaksin nanti kasih bilang haram proses panjang nanti ada label halal mui,negatif,-1
635,Faried Barlianta,biarin amerika lepas masker indonesia belum pencegahan covid lebih baik indonesia amerika lebih banyak covid banding indonesia india sebelum terjadi gelombang tsunami corona lepas masker,positif,1
636,Adhi Budi dharma s,protokol kesehatan tetap harus jalan masker tetap pakai sudah vaksin tidak ada salahnya hidup sehat,positif,1
637,merpati putih,negara adikuasa bicara bisa didengar,negatif,-1
638,Jetro Sinaga,indonesia belum aman indonesia ada kepentingan politik vaksin masih jadi ladang bisnis,negatif,-1
639,Gunawan One,mungkin vaksin vaksin abal jadi intinya tidak ada gunanya vaksin,negatif,-1
640,Dedianto Lo,indonesia sudah vaksin masih harus pakai masker vaksin tidak meyakinkan,negatif,-1
641,WJ Official,indonesia belum boleh lepas masker mungkin tidak boleh bisa memutus sumber pendapatan besar isu isu covid,negatif,-1
642,Denian Anshori,indonesia tidak bisa soalnya buat kesempatan bisnis,negatif,-1
643,KING ALPHA GAMINGÃ°Å¸ËÅ½,gimana mau lepas masker alat tes bekas sulap jadi baru,negatif,-1
644,Najmu Abrar,bukti bahwa covid tidak separah pikir hanya dua sekali vaksin sudah boleh tidak pakai masker berarti sudah tipu pemerintah,negatif,-1
645,Ojie,ingin meracuni lawan demi jatuhkan lawan akhirnya kena imbas racun sendiri,netral,0
646,Naddal Albarn,indonesia tidak bakal selesai dijadikan bisnis,negatif,-1
647,Fikri Kurniawan,amerika pantas cepat maju pemerintahnya tidak seperti pemerintah indonesia lemah tidak tegas,negatif,-1
648,Christino Nono bate,perbedaan covid negeri indonesia negeri negeri indonesia bisnis negeri pandemi,negatif,-1
649,noegraha kc,percaya pemerintah pasti udah siap vaksin bagus demi kesehatan,positif,1
650,BayuThuBay*BSS*?,warga indonesia semuanya kebal virus jadi tidak perlu vaksin,negatif,-1
651,Ham di,bingung mau vaksin tidak vaksinnya beda jenis maunya vaksin sinovac bisa,positif,1
652,Atun Farida,vaksin beda amerika,netral,0
653,daftarmmbc,anjuran pemerintah indonesia konyol tidak tepat,negatif,-1
654,Teddy Setiadi,pfizer moderna jauh lebih efektif,positif,1
655,Aat Soewardi,vaksin amerika kurang laku terutama daerah dikuasai partai trump disuruh vaksin biar bebas memakai masker amerika warga terbagi antara pro kontra pemakai masker tergantung pilihan politik,netral,0
656,DSR Auto Care Indonesia,ternyata menyebabkan amerika jadi negara kasus corona terbanyak dunia,netral,0
657,Gino Oke,habis lepas masker jadi seperti india terpapar banyak meninggal pemerintah pasti tidak peduli,negatif,-1
658,Nurdiansyah Rizki,harga masker mahal pak rakyat miskin tidak punya banyak uang dana bantuan tidak dapat udah korupsi sama pemerintah daerah,negatif,-1
659,Daman Setiawan,pemerintah bebaskan para narapidana tidak mikir bahaya bagi rakyat,negatif,-1
660,Rudika Antoni,serius lockdown sumpahin ekonomi indonesia lumpuh doa,negatif,-1
661,ocid kids,mungkin menunggu jokowi positif covid baru ambil kebijakan lockdown,negatif,-1
662,ItsFabb _,pemerintah tidak mikir lockdown bisa mematikan ekonomi terutama warga miskin bodoh,negatif,-1
663,Yusanti Santi,semoga rakyat kasih sehat bisa cari makan tengah wabah corona semoga rakyat miskin tertular corona saat cari makan tengan wabah corona,netral,0
664,bukan urusan saya,nanti menunggu sampai seribu kasus banyak meninggal baru lockdown lockdown istana,negatif,-1
665,Sule Man,corona merupakan salah satu faktor mengurangi pertambahan penduduk dunia bumi sudah padat,netral,0
666,Richard eaterycorp,pesan kepada media massa mengendalikan pemberitaan tidak butuh berita corona butuh berita menguatkan ekonomi kembali pulih,positif,1
667,wadah koesong,lockdown makin banyak liburan,netral,0
668,bang ruzz,media harus lebih bijak jangan menambah suasana makin gaduh berita norak berlebihan,netral,0
669,Parlan sung,sopir taksi kerja rumah,negatif,-1
670,Hendra Dir,membantu pemerintah virus corona segera berakhir,positif,1
671,Rebel Ronin,pemerintah indonesia sikap sombong angkuh diambil setelah jadi masalah masyarakat disuruh kerja lucunya negeriku,negatif,-1
672,lucky syamsuddin,selama rakyat masih tidak disiplin korban masih bertambah,positif,1
673,Tristanto Pambudi,salut sejuta terima kasih para dokter perawat guru pegawai supermarket operator angkutan umum berjuang ikhlas melayani seluruh rakyat indonesia semasa krisis,positif,1
674,Onesiforus Daniel,patuh kepada pemerintah,positif,1
675,LaNUS Formosa,akibat terlalu menerima sama cina,negatif,-1
676,David Dewantoro,bagaimana tidak tetap ramai pemerintah tidak tegas,negatif,-1
677,WND96,petugas medis tidak anggap sama pemerintah kasihan para tenaga medis,negatif,-1
678,Muchamad Rinaldi,awal corona sudah ada lama indonesia pemerintah menutupi semua masyarakat tidak ada peringatan pemerintah akhirnya wabah semakin meluas melebar mana mana,negatif,-1
679,Muchamad Rinaldi,bicara tidak perlu lockdown saudara anaknya istri suami belum kena corona beda salah satu keluarga ada kena nyawa kesehatan nomor satu ekonomi nomor seribu,positif,1
680,F T,jangan tunggu sampai istri ibu jadi korban dulu segera lakukan lockdown total,negatif,-1
681,Ahyana Wafil,semoga presiden tidak memerintahkan lockdown kasihan rakyat miskin ajal takdir kuasa,netral,0
682,linna Linnaaja,pasrahkan gusti teman kerja kantor sudah kerja rumah lewat internet masih belum,netral,0
683,Rudolf Hitler,sering minum air jahe jus jambu biji,netral,0
684,Maryanto Kurniawan,inilah indonesia negara serba salah benar disalahin salah dibenarkan menerima indonesia,negatif,-1
685,Ã£âÂ·Ã£ÆÂ«Ã£Æâ Ã£âÂ£Ã£Æâ¹Ã£ÆÂ³Ã£âÂ°Ã£âÂ·Ã£âÂ£,belum banyak kena belum banyak meninggal pemerintah santai,negatif,-1
686,Acok Joeng,tidak menerapkan lockdown indonesia tidak pemerintah bisa jamin tidak ada korban jiwa akibat corona,positif,1
687,Khairi Zihny,perlu lockdown lambat lockdown makin parah orang indonesia ramai lebih cepat virus menyebar jangan pikir,positif,1
688,Military Hacker,pilih nyawa pak bukan pilih kekayaan,negatif,-1
689,felicia rch,masyarakat menderita pemerintah bahagia ada investasi,negatif,-1
