id,text,sentimen,label
439,"TOLAK VAKSIN
AYO KITA TOLAK VAKSIN 
BIAR HERD IMUN KGK TERCAPAI DAN SEKOLAH TETAP PJJ ",negatif,-1
440,peraturan pemerintah gak jelas,negatif,-1
441,Cukup zona merah saja yang di lockdown... atau tutup semua pom bensin di zona merah... yakin ga akan banyak yg seliweran,positif,1
442,"gak akan selesai ini virus kalau slogan presiden nya saja santai, punya presiden kok bego, dasar psikopat",negatif,-1
443,"Semprot jalan, gank, perkantoran, apartemen sudah banyak yg ga laku lg.. Apa lg di daerah. Klo ga salah tahun ini sudah banyak jalan, gang, pemukiman, kantor, apartemen yg sudah ga disemprot utamanya di daerah....  Juga. Kosentrasi  disinfektan nya musti di. Cek. original jg nya juga di cek...  Protokol jg musti di perhatikan tim covid jg.. n. n
    Standar penyemprotan sesuai protokol itu berapa hari ya??  G saja ga tau jg....",positif,1
444,Maksudnya kalau lockdown itu pabrik2 besar juga di berhentikan jg kah.. karyawan di liburkan jg.. akses2 jg di tutup atau gmn.. ada yg bisa jelasin,netral,0
445,untung gua udah 2 kali vaksin... moga indonesia cepat terbebas dari covid... walau warganya susah diatur..,positif,1
446,Bapak persiden sdh mengelurkn dana  bantuan sngt  besar .semoga digunakan sebaik mungkin,positif,1
447,selama ini pemerintah mengeluarkan dana bantuan sekian Triliun tp knp masih banyak yg merasa tdk terbantu. percuma aturan dibuat tapi pemerintah kurang memperhatikan ,negatif,-1
448,"Begini baru president umat ,,i love u pak joe bident",netral,0
449,Perasaan ga ada berita warga china di vaksin,netral,0
450,"Sebenarnya pemerintah harus memberi aturan bahwa pom bensin suruh tutup agar masyarakat gak bisa kemana mana .dikarenakan virus ya sedang melanda Indonesia, saya rasa ini baru efektif untuk mengurangi angka penyebaran covid19",positif,1
451,Bayar angsuran bank nya gimana apakah angsuran ikut ppkm ,netral,0
452,"bagaimana dgn pemerintah membuka pintu masuk ny TKA china yg berdampak Awal asal mula nya covid ini, berarti ini murni salah pemerintah",negatif,-1
453,numpang tanya apakah ada pengurangan bantuan dana pemerintah karena Masarakat yang menerima bantuan tidak merata,netral,0
454,"Ayo kita dukung pemerintah dalam mencegah penyebaran virus corona.  Jangan panik namun tetap waspada dan selalu berdoa,  ikuti nasehat dari pemerintah dan WHO",positif,1
455,"Udh lah hidup kita bakal gini"" Trus,,, lebih baik berita covidi ini dihilangkan insyaallah covid hilang",negatif,-1
456,Ceritanya kita lagi lockdown nih?,netral,0
457,PDAM apakah gratis?,netral,0
458,Pemerintah tlg lah bgmn sih mekanisme ny agar dpat bansos dr pemerintah jujur sy tdk prnah dpat bntuan apa pun se peser pun dr pemerintah sejak pandemi pdhl anak laki2 saya satu2 nya tulang punggung keluarga sdh gk krja.. krna sy org tua tunggal dgn 3 org ank.. kemaren coba urus UMKM tp sampe skrg gk cair2 tlg lah pemerintah data dr kk dn ktp sy jelas org tua tunggal tp kok iya gk prnh dapat apa2 gtu.. sementara tetangga yg notabene mampu tdk sprti sya dapat itu... mohon perhatian dr pemerintah bener2 bantuan ny tepat sasaran lah pak...,negatif,-1
459,sumbangan d desa k cuma yg gak mampu saja.... padahal yg kena dampak gak megenal miskin kaya... gak kerja. gak boleh kemana2 k sumbangan pilih2...,negatif,-1
460,Wakil presiden kita kemana ya? kok tidak ada kerja nya ,negatif,-1
461,"bagaimana dgn pedagang2 yg malah ambil keuntungan menaikkan harga seenaknya utk bahan makanan, masker, hand sanitizer, dll?? Harusnya dari yg kecil2 seperti ini juga harus diperhatikan, krna memang masyarakat blm siap utk lockdown terutama utk kelas menengah kebawah.",negatif,-1
462,aku enggak pernah dapat bantuan baik ITU beras atau pun uang karena aku tidak punya saudara yang jadi pejabat pemerintah/ perangkat desa...,negatif,-1
463,Virus cina,negatif,-1
464,lockdown red/ black zone,positif,1
465,Negara harus tegas terhadap siapapun yang melanggar aturan PPKM. Karena itu tugas dan tanggung jawab Negara. Menjamin keselamatan Warga negara.,positif,1
466,Untung jadi rakyat malaysia pemimpin sangat prihatin. semoga dijauhkan dari covid-19 amin,netral,0
467,"Korona jadi viral ,pencegahan ke rakyat  cuma lockdown salah besar ,tolong pikir kan perut rakyat kerja  kuli bangunan  di mana di berhentikan, tolong pak puluhan ribu rakyat malah tambah  parah kalo  di berhentikan  aktivitas  malah lebih nambah parah  pasok   sembako udah 3 minggu pada pengangguran se minggu gak kuli kelabakan   tolong  jangan nambah beban yg tidak di duga  yg bakal parah   kelaparan masyarakat ",negatif,-1
468,Yang sejahtera cuman pejabat negara doang,netral,0
469,bnyk rmh sakit cari duit di musim pandemi... dg menvonis corona biar rs. dpt kucuran dana permainannya blom berakhir sampe skrg.,negatif,-1
470,"Stop Dana bantuan nya biar adil, bantuan juga buat apa kalo di pilih, yg dapt mah dapt yg enggak mah melongo, malah yg dapt kbnykn orang orang mampu yg miskin cuma jadi penonton ",negatif,-1
471,Vaksi akan membuat varian baru terus vaksin itu ga guna karena habis vaksin ada yg di vonis positif jadi berpikirlah dr situ dulu knapa bisa melonjak sehabis vaksin .,negatif,-1
472,Ternyata presiden indo Lebih buruk dari pada Trump,negatif,-1
473,Berita basi masyarakat udah bosen wkw,negatif,-1
474,Stop aja orang luar ke indonesia ,positif,1
475,Penyakit di cari2,negatif,-1
476,"Lah bansos aja di korup,,‚",negatif,-1
477,dekat dengan ALLAH.. dan banyak bersedekah. corona akan segan sm kita..,netral,0
478,"Masyarakat yg tidak bisa di atur,
Rakyatnya tidak biasa disiplin",positif,1
479,"susahnya mengajak masyarakat indonesia bekerja sama dengan pemerintah miris sedih, tidak seperti negara china masyarakat sangat patuh dengan peraturan pemerintah",positif,1
480,negara indo isinya hanya orang2 koruptor terutama bagian pemerintahan nya,negatif,-1
481,"Aku kok gak tahu ada bantuan pak presiden, pemerintah di daerah saya sepertinya menutupi dan korupsi",negatif,-1
482,Semoga corona segera musnah dari muka bumi amin.,netral,0
483,Mending lockdown karena bantuan tdk merata sedangkan dampak covid merata ... Ibarat kata kami sdh setengah mati,positif,1
484,Bantuan untuk rakyat kecil gimna itu” apa sudah berjalan???,netral,0
485,Semua x dapat sedangkan saya ga ada sama sekali,negatif,-1
486,"negara miskin, korup mau lockdown,  serius ?!",negatif,-1
487,Kanapa india bisa masuk indonesia ? Dan kenapa mudik dilarang,negatif,-1
488,Kalau blm lepas masker berarti vaksinnya blm di percaya 100%,negatif,-1
489,Penanganan? Kok gak berefek,negatif,-1
490,Kalo semuanya tepat guna uang segitu cukup. Mari dukung negara lawan virus Corona. ,positif,1
491,bentar lagi indonesia makin padat pendukduknya amin.,netral,0
492,Korona terus di besar   besarin    bagaimana nanti anak sekolah  mau jadi apa,negatif,-1
493,"Indonesia ni kalau ada pemimpin yang tepat jadi pemerintah, boleh jadi negara terkaya di asean, sumber bumi di orang ni banyak…",negatif,-1
494,"Harus ,,,,, terutama untuk mereka mereka yg masih ngontrak rumah agar tetap terbayar uang kontrakan , kontrakan tidak libur ,  gak mikirin makan pake apa asal kontrakan kebayar .... Semoga tulisan saya ini di baca Sama pejabat yg baik hati ...",positif,1
495,Saya gak dpt pkh pdhl pnya ank sklh m anak balita mlah yg dpt pkh justru orang punya n kaya tu gmn y,negatif,-1
496,Covid berujung bisnis vaksin. Luar biasa..,negatif,-1
497,Lockdown saja orang dari india pak. Sudah cukup penderitaan kita selama ini.,positif,1
498,KESEJAHTERAAN RAKYAT KUDU JUGA DIPERHATIKAN...,positif,1
499,"Boong banget ini pemerintah, ingin rasa nya ketawa se kencang nya",negatif,-1
500,Lambat banget kerja pemerintah,negatif,-1
501,Saya boro2 kebagian bantuan. bentuk bantuan apapun gak pernah dapat,negatif,-1
502,Pemerintah yang ga cepet tanggap tangkal virus dari luar.. ,negatif,-1
503,Penambahan cepat karena jumlah test meningkat tajam,netral,0
504,"Di Indonesia, manfaat vaksin jadi sering dipertanyakan, karena efeknya hampir tidak ada. 
Walau sudah di vaksin 2 kali, ya tetap dilarang mudik. Nggak pakai masker, kalau ada operasi, bisa didenda, bahkan disuruh tiduran di peti mati. 
Ya, itulah Indonesia.",negatif,-1
505,Bantuan tunai tiga ratus ribu.. Perbulan.  Apakah ada pengurangan anggota penerima. Kelompok kami ada yg tidak menerima. Mohon penjelasan nya bagi yg tida dapat yg dua buln sebelum bulan puasa,negatif,-1
506,Kasian pebisnis yg udh berharap tahun ini bisa pulih bisnisnya,netral,0
507,Buset kl gini mah siap2 pada kelaparan. Siap2 bangkrut,negatif,-1
508,"Gak percaya sama pemerintah, keluarga q sendiri terkena covid dan meninggal.. disuruh isolasi  tapi gak diberi bantuan sama sekali",negatif,-1
509,intinya kita banyak ketularan dari malaysia.. ..tutup akses dari malaysia,netral,0
510,"anggaran 1 Triliun tapi Di tasikmalaya nakes pake jas hujan menanggulangi pasien kena virus corona, Malu lah sama negara lain..",negatif,-1
511,Ini bukan saat nya nyalahin pemerintah yg kejebolan ratusan orang tapi lebih mengedepankan prokes yg baik . ,positif,1
512,"hasil rapid test seharusnya diumumkan, supaya publik tahu berapa yang positif dan berapa yang negatif, yang mencerminkan proporsi penyebaran di antara penduduk. Penyebaran akan berkurang kalau yang positif lebih banyak, artinya yang kebal sudah bamyak",negatif,-1
513,Emang lambat... pemerintah harus tingkatkan lagi biaya bagi atasi corona,negatif,-1
514,Negara kesejahteraan rakyat ala kemiskinan dan marxisme. ,negatif,-1
515,Sering2 minum air jahe dan jus jambu biji!!,netral,0
516,Alhamdulillah klo bnr d stop. Ntr jga covid ilang sendiri,positif,1
517,Jangan di biarkan dampak nya tinggi tapi kami tidak di perhatikan     aceh tengah ini semua pemerintah nya gak jelas termasuk aparatur kampung klu memang di umumkan bantuan covid dapat kami kok gak dapat,negatif,-1
518,".habis PPKM apalagi ntr namanya 
Vaksin DTG trs tapi ambil ppkm darurat aneh negeri dagelan ini hahaha..",negatif,-1
519,Bangga punya presiden kaya bapak Jokowi ,netral,0
520,"Wabah H5N1 yg katanya berbahaya tak ada vaksin 
Pandemi H1N1 yg katanya sangat berbahaya juga tak ada vaksin
Di tempat gw Banyak orang beraktivitas sehari- hari tanpa masker,
Angka kematian normal2 saja, 
Tingkat bahayanya dimana??????",netral,0
521,"bapak bapak pejabat apa masih kurang harta yg kalian miliki sekarang, kami rakyat susah tidak mengharapkan sumbangan hartamu, sumbanglah hati mu beri kami aturan normal yg bisa utk saling menjaga antara sosial dan tanggung jawab kehidupan kami masing"". beri solusi tepat utk lapisan menengah kebawah jgn buat kami susah dlm kemiskinan skrg.",negatif,-1
522,sekarang kehilangan nafkah karena pemerintah gagal mengatasi wabah covid 19 ini,negatif,-1
523,Trus buat apaan di vaksin?,netral,0
524,Siip mantap biar covid CPT hilang... akal sehat,positif,1
525,klo otg gmn ???,netral,0
526,"Bantuannya gak nyampek....
Atau gak merata pilih2 orag.... mending bangun masjid aja uang tu.... ditimbang jatuh ke tangan koruptor",negatif,-1
527,"Terkadang heran karena masih ada yang salahkan pemerintah/ presiden nya yg ini lah itulah
Padahal pemerintahan udah melakukan yg terbaik ,,karena pemerintah tau mereka gk boleh asal lockdown ,,jdi untuk masyarakat indo harus tau kalau pemerintah gk lockdown bukan karena mentingin diri sendiri. pemerintah bukan cuma mikirin satu orang aj ..tpi berjuta2 orang,, karena memang covid-19 udah pandemik, bukan cuma negara indo aja yang kena ,banyak negara2 lain juga",positif,1
528,Stiap desa kasih relawan dan alat tes .pak agar semua ttp aman.. ,positif,1
529,"Mas Bayu mestinya tak perlu lagi didebatkan untuk menakar kebijakan pemerintah, justru pemerintah telah menerapkan kebijakan dengan menakar sikap, perilaku, budaya, dan kebiasaan masyarakat yang cenderung maunya sendiri, terkesan membandel terhadap anjuran pemerintah Kenapa masyarakat terkesan membandel karena ada gurunya yaitu para ustad, ulama, politikus busuk, orang bekas di pecat yang mengajak tidak turut terhadap pemerintah dan termasuk media mainstream tertentu. Kalau mau efektif ikuti cara di negara komunis Cina, dengan baikan kemanusiaan dan HAM. kalau perlu Tembak ditempat, pasti jitu dan efektif, yang nyinyir tangkap jebloskan ke penjara.",positif,1
530,Nah ini baru mantap...,positif,1
531,mantap mantap mantap,positif,1
532,"Yg hajatan itu , ppkm juga masih kerumunan kalau hajatan",netral,0
533,Bisa ditebak bila corona meluas yg rentan kena adalah petugas medis itu sendiri.,netral,0
534,"tolong kepada pemerintah cepat atasi pandemi ini agar rakyat merasa aman dan kembali normal, kami rakyat siap patuhi aturan pemerintah",positif,1
535,"W yakin mau bagaimana pun penanganannya, covid akan selalu ada semumur hidup. Meskipun covid hilang, data yg kena covid akan selalu tambah. Karena yg penting ada uang utk oknum2 tertentu...",negatif,-1
536,Semoga pak Jokowi sehat selalu dan tegar dgn kondisi yg dihadapinya.,netral,0
537,"Perbedaan covid-19 di negeri indo dengan negri lain adalah
 Jika di negeri indo adalah bisnis
 Negeri lain adalah pandemi",negatif,-1
538,Anggaran habis covid habis ....bisa normal kembali amin,netral,0
539,"JANGAN TUNGGU SAMPAI ISTRI / IBU ANDA YG JD KORBAN DULU, SEGERA LAKUKAN LOCKDOWN TOTAL !!",negatif,-1
540,"Yang masih banyak terjadi, mengcovidkan orang yang meninggal. Jadi banyak keluarga yang gak terima, dan makin bodoh amat dengan covid,... Yang terjadi orang sakit parah takut ke rs, takut periksa, karena dikit2 covid, ada juga dia jelas covid tapi karena gk pernah periksa 1 keluarga meninggal semua.... Ini terus terjadi dari dulu... Kok baru sekarang memperbaki....",negatif,-1
541,Mana ada bantuan gak pernah nyampe ke kk kami.,negatif,-1
542,Kabar nya ada yg koma habis di vaksin di daerah kelsel,netral,0
543,"Ya Allah ... sebentar lagi ramadhan... hilangkanlah virus corona di muka bumi ini, agar kami semua umat muslim bisa kembali beribadah dengan leluasa ,biar anak2 bisa kmbali mnuntut ilmu, biar anak2 bisa bermain dengan ceria... mari saudaraku seiman kita minta brsma2 agar semua cepat membaik...",netral,0
544,"Akhirnya... Alhamdulillah, ada anggaran penanganan covid-19. ",positif,1
545,Semoga bp jokowi slalu dalam lindungan mu ya alloh amin.,netral,0
546,"Lockdown lah sebulan demi menyelamatkan negeri jgn kelamaan mikir, liat malaysia singapore rela demi rakyat bukan cuma alesan ekonomi basiii",positif,1
547,"Kemarin saya pergi k pasar dan lihat masih banyak warga yang tidak pakai masker, sedih lihatnya, nanti sakit yang disalahkan malah pemerintahnya",positif,1
548,Ngutang lagi bu sama komunis... ayo... ngutang.. jgn repot...,negatif,-1
549,sampai detik ini tidak ada ketegasan dari presiden dan pemerintah indo sama sekali.,negatif,-1
550,Saya mau usul kenapa pedagang di bantu  namanya orang dagang kan mampu kenapa di bantu itu salah besar kan orang dagang orang kaya tidak mudeng,negatif,-1
551,Hehehe bantuan ? percuma hanya orng orang tertentu yg dapet!,negatif,-1
552,"Ada yg salah sepertinya pak dalam penanganan covid ini, dana yg cukup besar terserap di rmh sakit dan pemakaman.",negatif,-1
553,"Omong kosong semua termasuk anggota DPRD juga omong kosong, berharap pemerintah konsisten tetapi masyarakat kebanyakan TDK konsisten itu sama artinya berharap sama maling atau perampok untuk mengembalikan semua harta rampokannya, sesuatu yg mustahil dan ajaib bisa terjadi, karena kedua pihak sama sama TDK konsisten. Kalo tujuan ppkm darurat sekedar untuk bermain angka atau main sulap agar angkanya diturunkan seenaknya sendiri itu sama saja bohong dan membodohi rakyatnya sendiri, yg terjadi malah akan terjadi gelombang ketiga yg jauh lebih banyak korban dan mematikan",negatif,-1
554,"Stop migrasi tka dr cina ke sulawesi ato daerah manapun d indonesia, agar virus covid19 tidak semakin menyebar",positif,1
555,Di arab sibuk perang.. di sini sibuk covid ,netral,0
556,Kesadaran prokes masyarakat perlu ditingkatkan,positif,1
557,kesadaran masyarakat yang rendah tapi yg di salahkan malah pemerintah hadehh,negatif,-1
558,"Saya pribadi mengenai PSBB ini bakal disiplin dan ikut aturan utk WFH n stay drmh, asal pemerintah pun adil dalam pembagian bantuan nya. ",positif,1
559,Indonesia Wajib lockdown. krn skr masih banyak ortu ngajak  anak2 nya yg pd liburan sekolah keluar rumah/ jalan2 ke mana2 aja.,positif,1
560,Semoga segera berakhir,netral,0
561,Selamat warga Jakarta dan sekitarnya rapid test... Yg di pelosok apa kabar ya?. Bayar ga ni?.,netral,0
562,"pak pak.. Kalau lockdown keluarga saya mau makan apa, bisa bisa kami mati bukan karena covid tapi karena kelaparan",negatif,-1
563,"Sampai kpn ya ga kasihan rakyat nya, haRi ini malaysia sdh lockdown",negatif,-1
564,"Anggaran kopit dihilangkan , pasti kopit berkurang hehehe.
nah kalau situasi darurat pasti anggaran naik.
Rakyat kecil seperti saya sangat senang jika anggaran dihentikan top ðŸ‘
Stop anggaran2 yang tidak penting, sangat rawan di korupsi.
THIS IS INDONESIA BRO YOU KNOW LAH",positif,1
565, Pemerintah sedang kehabisan duit,netral,0
566,Kami butuh penghasilan bkan KEBIJAKAN kmi butuh uang bukan BANTUAN  maaf kmi hanya SOLUSI jgan bkin frustasi n  bnyak sanak kami yg mati kami HARUS menghidupi kluarga kcil kami  cuk ii,negatif,-1
567,"Lembutkan hati kita, Smga doa"" kita dn doa,"" para sahabt yg hdir di sini, smga di jabah sm allah, dn di bukakn pintu rizki yg deras sederas air hujan yg turun. Dn smga di permudhkn sgla  urusan di jauhkn dri balak, seht dn smga allah mengampuni dosa"" kita smua baik di sngaja/ tak di sngaja. Tuk Rakyat, smga seht, trus lncar rizki nya dn sllu lindungan allah swt, slm sntun dn hormt sllu ",netral,0
568,Blm pernah dpt bantuan apapun  sebutir beras juga,negatif,-1
569,Ekonomi lekas jalan ppkm lagi begitu terus bilang aja gak boleh mudik,negatif,-1
570,Saya ga pernah dapet sampe sekarang bantuan.,negatif,-1
571,"jokowi mah oon, udah tau kayak gitu bakalan (malah dipermudah)
main acc aja.... presiden oncom _ paling kagak tuh lihat ahok kalau acc > itu pun juga minimal!",negatif,-1
572,"kita hrus patui protokol kesehatan dari peraturan pemerintah.
Harus kasian pemerintah sdh maksimal. kita hrs bantu semampu kita. ",positif,1
573,"Klo DANA NYA HABIS,,, 
CORONA NYA KABUR   ?
/ cari hutang lagi ?",netral,0
574,"Hhhhhh,,  bansos,, aneh coba di cek daerah khusus nya cileungsi bogor gak sesua data,,,  rt/ rw gak bener,,",negatif,-1
575,"Sampean kurang cepet pakde., kurang tegas.",negatif,-1
576,Hanya bisnis,negatif,-1
577,OMONG KOSONG semua pemerintah indo,negatif,-1
578,"Semakin banyak pemeriksaan dan titik pemeriksaan Covid-19, semakin besar pula risiko penularan baik bagi tim medis, orang yang diperiksa, maupun orang yang berada di sekitar pada saat itu karena di sana pasti terjadi pergerakan (interaksi) orang yang berdekatan. ",negatif,-1
579,"Gk usah diharapkan, cuma cangkem lamis",negatif,-1
580,Ni modus omong kosong,negatif,-1
581,BULLSHIT,negatif,-1
582,"Lah ,dengan curang ,yang dapet "" ada jga yg ga dapet .",negatif,-1
583,"Makin jauh dari keadilan sosial bagi seluruh rakyat indonesia, kebanyakan yg dpt kip, blt sembako, banyk yg saudara rt /rw, hapus lah semua bantuan, mnding dana ny buat bayar utang negara",negatif,-1
584,"Dana habis, Covid hilang, setuju sama pemerintah kali ini ",positif,1
585,"Berita covid itu hanya kedok.
Banyak permainan politik.",negatif,-1
586,mantap... Rencana nya ...semoga pelaksanaan Realnya berjalan dgn baik... mantep,positif,1
587,"Mana berani..
Lockdown khusus warga Indonesia saja tapi 
TKA bebas keluar masuk",negatif,-1
588,Ayo cepat pk. jgn lambat menangani jgn sampai meluas .virus ini. sayangi rakyatnya dan rakyat kecil.,positif,1
589,Bantuan dari pemerintah terima kasih.. ,positif,1
590,Tolong info sampaikan ke bapak Presiden biar tau kenyataan,negatif,-1
591,Semoga kasus pandemi akan terus turun tentunya dg dukungan dan kepatuhan masyarakat. Tentunya dengan kebijakan dari pihak2 penguasa/ pemerintah,positif,1
592,saya tidak pernah dapat bantuan sma sekali dari pemerintah,negatif,-1
593,"Gak ada bantuan pemerintah di desa gua, dan hanya org kaya yg dapet,.
Semuanya hanya omong kosong, bagi kami yg tak dapat dapat",negatif,-1
594,"Jangan cuma mengeluarkn uang milyaran rupiah pak, tapi di perketat juga dong pengawasannya, biar tepat sasaran dan juga meminimalisir terjadinya korupsi, asal bapak tau korupsi lebih rentan di daerah daerah terutama di desa, sebab kurangnya pemantowan pemerintah, tolong transparansi nya biar semua warga desa tau, di kasih juga dong no pengaduan yang mudah di hubungi untuk pengaduan masyarakat, dan tolong setiap pengaduan, supaya segera di tanggapi terima kasih",negatif,-1
595,Biarin aja GK usah locdown indonesia orang nya susah di atur.....,positif,1
596,Sebentar lg mgkn testernya pak,netral,0
597,"Anggaran besar, Serapan rendah, Minim transparansi, *RENTAN DIKORUPSI*",netral,0
598,pemerintah apa gak mikir ya gimana nasib yang disuruh dirumah YG kerjanya Cari uang harian tiap Hari harus kluar gimana suruh makan angin dirumah?,negatif,-1
599,"sebenarnya media ini yang buat pemerintah jelek di mata masyarakat, memberi berita yang tidak jelas sumbernya",netral,0
600,Biaya pengobatan Corona di seluruh Indonesia apakah gratis? Karena di YouTube ada beberapa komentar saya lihat katanya bayar ruang isolasi sendiri dll?,netral,0
601,Setuju. semoga semuanya di tanggung pemerintah juga.,positif,1
602,Perlu lockdown.. klu lambat lockdown.. makin parah.. karena org indonesia  ramai... lebih cepat virus merebak.. jgn pikir..,positif,1
603,"gak kenal covid gw, gw butuh pekerjaan",negatif,-1
604,Mati gak makan ini mah ðŸ¤¦,negatif,-1
605,"semoga segera bebas dari  virus CORONA, biar kembali seperti dulu lagi, amin",netral,0
606,Wah klo disini mah klo perlu di bikin selama mungkin... banyak cuan untuk pemerintah....,negatif,-1
607,"pak.. sebaiknya ceritakan gaya hidup/ pola hidup orang2 yg sembuh, yg meninggal, yg kontak kasus tp tidak terpapar dan kontak terpapar.. biar jd bahan masyarakat bagaimana cara mengatasi virus ini",positif,1
608,Bencana apapun di indonesia selalu di manfaatkan pemerintah. Kan kesempatan dana cair,negatif,-1
609,"Langkah2 langkah terus, tapi gak ada tindakan nyata dari pemerintah",negatif,-1
610,"komitmen buruk, strategi buruk, pelaksanaan buruk, begitu lah pemerintah indonesia",negatif,-1
611,Sya bingung SMA pemerintah. WNI dari cina mau pulang aja di karantina dulu. Tapi mengapa orang asing datang dengan selonong boy ke Indonesia. Contoh yg di wilayah Depok. Itukan asal nya tamu dari cina kenapa bisa langsung masuk ke Indonesia aneh.,negatif,-1
612,"wkakakk..
kemarin Baru VIRAL bikin acara DI MALL SLEMAN ngga KENA HUKUM tuh..
GILIRAN orang kecil Hajatan dibubarin abis.
Aturan dibanyakin dibatasin giliran pengusaha mall NGGA DI APA 2IN",negatif,-1
613,"Mudah mudahan cepat selesai wabah ini, biar negara makin maju, perekonomian makin meningkat. Kalo misal ini wabah, adalah akibat ulah manusia, mudah mudahan tidak ada lagi ilmuwan atau yg ahli bikin wabah bisa berkaca, beginilah akibat yg tak di sangka, makin panjang. Kayaknya sy kebanyakan nonton film, nih... Maaf",positif,1
614,"mf ko. pkh aku bln kemaren engga ke luar, gimana ini pemerintah, kok lambat sih geraknya",negatif,-1
615,"Sekarang bingung semua , pemerintah pusat banyak tekanan , saat mudik semua senang . Ada tdk yg bisa tekan itu masyarakat Madura yg demo kmrn !!!!",netral,0
616,"Alhamdulillah..
Sebentar lagi covid akan berakhir..",netral,0
617, lockdown itu merusak pendapatan usah kecil pak atau bertambah besar dalam ekonomi... Liat malaysia lockdown mereka memborong semua di supermarket.. Kasihan wong kecil yg gak punya uang bingung,negatif,-1
618,Semoga Pemerintah benar2 serius dan Cepat menangani penyebaran nya ,positif,1
619,Kalau Ndak bisa menekan penyebaran terus gmna bos?,netral,0
620,"Buat pemerintah, tolong diperhatikan juga untuk keamanan dari para petugas medis dan instansi medis yang berjuang. stok alat pelindung diri spt masker, dll tolong segera dipenuhi. kalau bisa untuk instansi2 yang terkait dengan penanganan corona mendapat subsidi biaya operasional terkait listrik, air, gas, dll.",positif,1
621,"ayo lah semua warga indonesia kita vaksin, ini juga demi kebaikan keluarga kita dan orang sekitar",positif,1
622,"Selama masih ada uang insentif covid pasti banyak pasien yg di covid kan ,coba kalo insentif nakes di hapus pasti jumlah pasien covid akan berkurang, selama uang Masih mengalir penyakit ini pasti ada",negatif,-1
623,pemerintah indonesia Ga serius urus corona... Terlalu santai dan anggap sepele... ,negatif,-1
624,Tidak akan pernah akurat atau tepat sasaran bantuan seperti ini karena pemerintah indo yang gak tegas,negatif,-1
625,Paksin virus untuk membunuh rakyat prlahan lahan,negatif,-1
626,"bapak maff, ga pakai masker?",netral,0
627,"Pak tolong masker di sumbar ditambah pak, Semoga Tuhan melindungi kita semua",positif,1
628,20:15 contoh pembodohan publik. terlihat sudah pemerintah membohongi kita selama ini,negatif,-1
629,INDONESIA MAH DI BUAT LADANG BISNIS,negatif,-1
630,Kenapa sy punya kartu bansos tpi tida masuk bantuan beras,negatif,-1
631,Mohon dipahami bahwa herd imunity bukan suatu yang kekal tapi harus aktif dipelihara dengan vaksin rutin,positif,1
632,Ini cuma prank ,negatif,-1
633,"Saya gax dapat bantuan/ PKH juga engga, saya orang miskin yang rumah aja masih kontrak",negatif,-1
634,"mengkhayal, saking stres pingin herd immunity paling cepat ujung ujungnya bnyak yg modar over dosis kebanyakan kimia dlm tubuh..",negatif,-1
635,"Pemerintah indonesia skrng sangat menuhankan china terlalu berharap banyak kepada negara komunis china mulai dari barang2 import sampai TKA semua dari china, sprtinya sah2 saja klw corona pun harus singgah ke indonesia dan kita semua rakyat harus terima kedatangan corona jgn menyesal",negatif,-1
636,"Bener bgt di hapus saya setuju biar LBH hati hati, karena banyak jg di salah guna kan di daerah",positif,1
637,Sy nggak dapat kk nya nga terdaftar,netral,0
638,"Promosikan aja terus priwisata kasih diskon besar2 , biar masuk semua virus ke indo",negatif,-1
639,Didaerah saya dari vaksin pertama x sampai sekarang ini sudah berbulan2 kog hanya lansia mulu yg di vaksin.. yang umur2 18-50 th kapan mau di vaksin ya?? Apakah usia2 tersebut tidak penting untuk di Vaksin?,positif,1
640,"Bantuan2 itu buat orang2 yg pintar2 saja. Coba pikir kartu prakerja   itu yg dpt orang yg punya hp dn rata byk bantuan gk tepat sasaran jd orang 1 bisa dapat semua bantuan. Yg bener dan metata menurut saya orang desa bhodo ini lbh baik semua bhn pokok di subsidi itu br adil msk gk punya wacana yg lbh baik ,isinya cm hamburkan uang rakyak aja!",negatif,-1
641,"Kenyataan yg sedang pahit...
masyarakat pun bnyk yg tau, tapi masih ada juga yg belum sadar covid-19 sudah 1,5 bulan lbh dan sudah spt ini terlihat cukup banyak yg terdampak secara ekonomi, khususnya kalangan bawah, dan perlahan kelak akan merambat ke kalangan menengah. Siapa lagi nanti yg akan membantu kalangan bawah .. dari kalangan atas pula.
Seiring berjalannya waktu dan angka korban masih tetap naik, penyebarannya .... Ah sudahlah, klo spt itu jadi sering2 mengeluh, ga baik sering mengeluh.
Solusi.. solusi... solusi.. Dilapangan.. edukasi mental.. moral.. tetap dibantu diawasi.. Bukan hal mudah, tapi harus..",positif,1
642,"Ketika negara lain sudah mengurangi suspect corona di indonesia justru terus bertambah korban meninggal..
FAKTA.. Karena pemerintah kerjanya lambat",negatif,-1
643,"pemerintah terlalu sibuk urus pariwisata, warga nya mati kelaparan dan kena covid",negatif,-1
644,jangan pernah begituan Ingat sebenar nya covid itu tidak ada itu cuma gara gara orang yg besar kan corona ingat jangan takut corona kenapa harus takut corona,negatif,-1
645,Salah satu kota terkutuk. Dengar bangsat2..!!! Percuma kalian semua di vaksin kalian tidak akan sembuh total malahan sebaliknya kalian akan terkena yg lebih parah lagi dari ini.,negatif,-1
